title,prefecture,review_count,checkin_month,checkin_day,checkout_month,checkout_day,restaurant,pool,airport_shuttle,beach,parking,24-hour_front_desk,laundry,garden,heating,daily_housekeeping,facilities_for_disabled_guests,family_rooms,tea/coffee_maker_in_all_rooms,bar,spa,fitness_center,room_service,baggage_storage,air_conditioning,terrace,hot_spring_bath,elevator,designated_smoking_area,skiing,price
Comfort Hotel Tendo,Yamagata,699.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14765.0
Dormy Inn Tsu,Mie,612.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21464.0
Fairfield by Marriott Gifu Mino,Gifu,194.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16068.0
Richmond Hotel Premier Musashikosugi,Kanagawa,2726.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27603.0
Super Hotel Anan Tomioka,Tokushima,171.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13927.0
Wisterian Life Club Toba,Mie,462.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19431.0
hotel kusanagi,Ishikawa,11.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28332.0
JR Kyushu Station Hotel Kokura,Fukuoka,2298.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,26845.0
Hotel Crown Hills Kamaishi,Iwate,185.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Utazu Grand Hotel,Kagawa,676.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14777.0
Hotel Route-Inn Seibu Chichibu Ekimae,Saitama,348.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28775.0
Hotel Route-Inn Katori Sawara Ekimae,Chiba,762.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22589.0
Henn na Hotel Komatsu Ekimae,Ishikawa,841.0,9,22,9,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22296.0
Hotel Castle Inn Ise Meotoiwa,Mie,907.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15621.0
Quintessa Hotel Iseshima,Mie,1732.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16161.0
APA Hotel Fukuoka Yukuhashi Ekimae,Fukuoka,220.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15904.0
Hotel Route Inn Ginan -Kokudo 21 Gou-,Gifu,70.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21846.0
Hotel Castle Inn Tsu,Mie,384.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11988.0
HOTEL LiVEMAX Nishinomiya,Hyogo,545.0,9,22,9,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15127.0
One Suite THE GRAND,Okinawa,51.0,8,25,8,30,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,248299.0
Hakuba Alps Hotel,Nagano,59.0,8,11,8,16,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,45107.0
Asahikan,Yamanashi,1292.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15282.0
Tabist THE GREEN OTARU,Hokkaido,1833.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,24323.0
MIMARU Tokyo Ueno North,Tokyo,1108.0,8,25,8,30,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,36212.0
Sotetsu Fresa Inn Kawasaki-Higashiguchi,Kanagawa,1866.0,9,15,9,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20300.0
Comfort Hotel Shin Yamaguchi,Yamaguchi,1177.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21007.0
8HOTEL Chigasaki,Kanagawa,236.0,8,25,8,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23069.0
Toyoko Inn Takasaki eki Nishi guchi No 1,Gunma,468.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21436.0
Grand Hotel Staymore -Adult Only,Miyagi,100.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13804.0
Fukuyama Oriental Hotel,Hiroshima,962.0,9,15,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17693.0
La Vista Daisetsuzan,Hokkaido,101.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,45078.0
Hotel Alpha-One Sabae,Fukui,154.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel DOLPHIA-Adult Only,Akita,209.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12638.0
HOTEL LiVEMAX Yokkaichi Ekimae,Mie,417.0,9,15,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11316.0
Tanegashima Iwasaki Hotel,Kagoshima,32.0,9,15,9,20,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42346.0
Hotel Courtland,Nagano,1828.0,8,25,8,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15904.0
HOTEL MOON BEACH MUSEUM RESORT,Okinawa,1003.0,9,15,9,20,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46600.0
Hotel Route Inn Okayama Maniwa,Okayama,18.0,8,25,8,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23257.0
toggle hotel suidobashi TOKYO,Tokyo,3678.0,8,25,8,30,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,29297.0
Hotel Forest,Ehime,72.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17499.0
Hotel Todai,Hiroshima,59.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
おんせん民宿望海,Wakayama,32.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27609.0
Hotel Econo Fukui Station,Fukui,1136.0,8,18,8,23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20318.0
Select Inn Mishima,Shizuoka,1128.0,8,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12534.0
The BREAKFAST HOTEL PORTO Ishigakijima,Okinawa,1770.0,8,18,8,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30993.0
Hotel Lavenir,Hokkaido,308.0,8,4,8,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46598.0
Via Inn Shimonoseki,Yamaguchi,1358.0,8,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17209.0
Hotel Route-Inn Sabae -Kokudou 8 Gou-,Fukui,644.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23720.0
Hotel Housen Soka,Saitama,571.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20220.0
Daiwa Roynet Hotel Morioka Ekimae,Iwate,2029.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22257.0
REF Kyoto Hachijoguchi by VESSEL HOTELS,Kyoto,790.0,8,18,8,23,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,22500.0
Toba International Hotel,Mie,743.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,62579.0
Mercure Toyama Tonami Resort & Spa,Toyama,191.0,8,4,8,9,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15554.0
Toyoko Inn Hokkaido Kitami Ekimae,Hokkaido,267.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18679.0
Odawara Terminal Hotel,Kanagawa,1198.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26849.0
ANA Crowne Plaza Akita by IHG,Akita,664.0,8,18,8,23,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,25353.0
Miyazaki Mango Hotel,Miyazaki,1459.0,8,4,8,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22962.0
Hotel Route-Inn Seki,Gifu,388.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19937.0
New Sunpia Tsuruga,Fukui,165.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Toyoko Inn Iseshi Eki,Mie,1052.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23069.0
Comfort Hotel ERA Ise,Mie,1472.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27286.0
Grand Park Hotel Okubiwako Makino,Shiga,348.0,7,14,7,19,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33053.0
ペンションニライカナイ NiraiKanai,Okinawa,250.0,9,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56384.0
APA Hotel Machidaeki-Higashi,Tokyo,1034.0,9,8,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23732.0
Hotel Route-Inn Nihonmatsu -Kokudo 4Gou-,Fukushima,548.0,9,8,9,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040.0
Kobe Meriken Park Oriental Hotel,Hyogo,6840.0,7,28,8,2,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,37139.0
Hotel Route-Inn Shibata Inter,Niigata,119.0,9,8,9,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30331.0
Hotel Plaisir Tachikawa,Tokyo,1039.0,9,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29397.0
Smile Hotel Shiogama,Miyagi,441.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14157.0
Hotel Route-Inn Matsusaka Ekihigashi,Mie,643.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20123.0
Toyooka Sky Hotel,Hyogo,726.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19443.0
Hotel Livemax Osaka Kadoma,Osaka,935.0,7,28,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16490.0
Toyoko Inn Kenkyu-gakuen Ekimae,Ibaraki,167.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19869.0
Ichinomiya Green Hotel,Aichi,294.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15438.0
Hotel Vista Ebina,Kanagawa,994.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16253.0
Toyoko Inn Niigata Ekimae,Niigata,1787.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17463.0
Smile Hotel Shonan Fujisawa,Kanagawa,1123.0,9,15,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17316.0
APA Hotel Yamaguchi Hofu,Yamaguchi,522.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19983.0
YOTEL Tokyo Ginza,Tokyo,472.0,9,1,9,6,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,48840.0
Tokushima Grandvrio Hotel,Tokushima,1332.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19209.0
Nasushiobara Station Hotel,Tochigi,472.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22748.0
Atagawa Onsen Blue Ocean,Shizuoka,518.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23355.0
Takamiya Hotel Hammond,Yamagata,335.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26438.0
Fujieda Park Inn Hotel,Shizuoka,381.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19832.0
Hotel Cuore Nagasaki Ekimae,Nagasaki,2495.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,22748.0
WATOWA,Shimane,81.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Kurume Washington Hotel Plaza,Fukuoka,1116.0,9,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17452.0
Tokyu Stay Fukuoka Tenjin,Fukuoka,2044.0,7,21,7,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32784.0
Hotel Patio Dogo,Ehime,1909.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19576.0
Quintessa Hotel Ogaki,Gifu,929.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12877.0
Shimonoseki Grand Hotel,Yamaguchi,651.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21776.0
Hotel Resol Trinity Osaka,Osaka,1542.0,7,21,7,26,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,39858.0
Tokai City Hotel,Aichi,291.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25400.0
Toyoko Inn Misato-chuo Ekimae,Saitama,1030.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17421.0
Hotel Endear Gifu,Gifu,469.0,7,21,7,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13454.0
Hotel Relief Kokura Annex,Fukuoka,960.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14552.0
Manza Prince Hotel,Gunma,371.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31651.0
Shizuoka Country Hamaoka Course & Hotel,Shizuoka,42.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,28309.0
GRANDVRIO HOTEL NARA -WAKURA- -ROUTE INN HOTELS-,Nara,653.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16674.0
HOTEL MYSTAYS Oita,Oita,795.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13237.0
Select Inn Shimada Ekimae,Shizuoka,456.0,7,14,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12443.0
Queens Hotel Chitose,Hokkaido,1336.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19811.0
Vessel Hotel Miyakonojo,Miyazaki,277.0,9,29,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23399.0
Kita Hotel,Iwate,1682.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15165.0
ibis Styles Tokyo Bay,Chiba,2464.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22709.0
La'gent Hotel Tokyo Bay,Chiba,4682.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23526.0
Basic Hotel Chichibu,Saitama,250.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24887.0
Fairfield by Marriott Hyogo Tajima Yabu,Hyogo,140.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16068.0
Blossom Hotel Hirosaki,Aomori,266.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32909.0
Hotel Torifito Otaru Canal,Hokkaido,2699.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26209.0
Toyoko Inn Hokkaido Hakodate Ekimae Asaichi,Hokkaido,2990.0,9,29,10,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17567.0
Yawatajuku Dai-ichi Hotel,Chiba,216.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel Route-Inn Tokoname Ekimae,Aichi,881.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28425.0
AB Hotel Gamagori,Aichi,88.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20376.0
からつホテルQueendom,Saga,136.0,9,29,10,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,36212.0
The Kato Hotel,Aichi,1078.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28542.0
Okayama Ekimae Universal Hotel,Okayama,704.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13117.0
Hotel Sekia,Kumamoto,93.0,7,14,7,19,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30331.0
Hotel Route-Inn Yatsushiro,Kumamoto,360.0,8,4,8,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18179.0
Hotel Route Inn Kinokawa,Wakayama,90.0,8,4,8,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23331.0
Halekulani Okinawa,Okinawa,726.0,9,29,10,4,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,163182.0
Miyajima Grand Hotel Arimoto,Hiroshima,1429.0,12,22,12,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119379.0
Sekia Wagaya Hotel,Kyoto,430.0,10,6,10,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31770.0
La'gent Hotel Okinawa Chatan Hotel and Hostel,Okinawa,2369.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33131.0
Dormy Inn Hon-Hachinohe,Aomori,1413.0,11,3,11,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21581.0
Hotel Route-Inn Odate Eki Minami,Akita,203.0,12,29,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24109.0
The Vale Rusutsu,Hokkaido,462.0,10,6,10,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66285.0
Midtown Niseko,Hokkaido,1115.0,11,3,11,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22429.0
Grand Mercure Ise-shima Resort & Spa,Mie,406.0,10,6,10,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31108.0
Airport Hotel Kumamoto,Kumamoto,208.0,10,6,10,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31311.0
Sanco Inn Numazu Ekimae,Shizuoka,1733.0,11,17,11,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15515.0
Toyoko Inn Nishi Funabashi Baraki Inter,Chiba,1256.0,10,6,10,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373.0
Route Inn Grantia Himi Wakuranoyado,Toyama,589.0,10,6,10,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18860.0
Hotel Route-Inn Sakurai Ekimae,Nara,663.0,12,22,12,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20804.0
Kanku Izumiotsu Washington Hotel,Osaka,505.0,11,10,11,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23798.0
Naeba Prince Hotel,Niigata,1243.0,12,22,12,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,68868.0
Prince Smart Inn Atami,Shizuoka,2218.0,11,10,11,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24868.0
Oito 美しい街並みに佇む喫茶と宿,Hyogo,93.0,11,10,11,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37252.0
GOOD NATURE HOTEL KYOTO,Kyoto,2771.0,12,22,12,27,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,71460.0
Hotel Sun Road,Kumamoto,517.0,11,24,11,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19054.0
Hotel Lexton Tanegashima,Kagoshima,90.0,11,24,11,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27220.0
Toyoko Inn Odawara eki Higashi guchi,Kanagawa,675.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24498.0
Hotel REUS Ashoro,Hokkaido,230.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41219.0
Hotel Route Inn Kesennuma Chuo Inter,Miyagi,342.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24401.0
Hotel Kinsuien,Oita,240.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20356.0
REBUN Hotel SARYO,Hokkaido,3.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33654.0
Hotel Wing International Kumamoto Yatsushiro,Kumamoto,826.0,12,29,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11821.0
Hotel Taisetsu Onsen&Canyon Resort,Hokkaido,383.0,12,22,12,27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,74855.0
Hotel New White House,Hokkaido,236.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14375.0
AB Hotel Igaueno,Mie,100.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14932.0
Miyajima Coral Hotel,Hiroshima,1821.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32081.0
Rembrandt Hotel Oita,Oita,1442.0,9,1,9,6,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,21240.0
Daiwa Roynet Hotel Koriyama Ekimae,Fukushima,1885.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24342.0
Hotel JAL City Aomori,Aomori,1981.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25361.0
Toyoko Inn Joetsu myoko eki Nishi guchi,Niigata,1746.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20125.0
Kawasaki King Skyfront Tokyu REI Hotel,Kanagawa,5303.0,8,18,8,23,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,20796.0
Royal Pines Hotel Yonezawa - Opening in Mar 2025,Yamagata,28.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25627.0
