title,prefecture,review_count,checkin_month,checkin_day,checkout_month,checkout_day,restaurant,pool,airport_shuttle,beach,parking,24-hour_front_desk,laundry,garden,heating,daily_housekeeping,facilities_for_disabled_guests,family_rooms,tea/coffee_maker_in_all_rooms,bar,spa,fitness_center,room_service,baggage_storage,air_conditioning,terrace,hot_spring_bath,elevator,designated_smoking_area,skiing,price
Toyoko Inn Matsumoto eki Higashi guchi,Nagano,2047.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36212.0
Minn Chitose,Hokkaido,1800.0,9,29,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18099.0
Hotel Route Inn Kyoto Kameoka Ekimae,Kyoto,394.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20220.0
Hotel Square FujiGotemba,Shizuoka,1675.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27803.0
Bespoke Hotel Shinjuku,Tokyo,1979.0,7,7,7,12,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,64698.0
THE KNOT HIROSHIMA,Hiroshima,12517.0,9,1,9,6,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,35429.0
Tokyo Bay Maihama Hotel,Chiba,4070.0,7,7,7,12,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,43165.0
Dormy Inn Kitami,Hokkaido,500.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25621.0
Daiwa Roynet Hotel Yamagata Ekimae,Yamagata,2044.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22765.0
Minakami Onsen Aratashi Minakami,Gunma,332.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,65386.0
Toyoko Inn Akita-eki Higashi-guchi,Akita,188.0,8,18,8,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18190.0
Toyoko Inn Nagano-eki Higashi-guchi,Nagano,1770.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18578.0
Asahi Century Hotel,Yamanashi,188.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18665.0
Comfort Hotel Hikone,Shiga,1231.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16477.0
Hotel SEASONS NICHINAN,Miyazaki,1.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14609.0
Sanco Inn Iseshi-Ekimae Shikinoyu,Mie,2698.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21022.0
Kanku Izumiotsu Washington Hotel,Osaka,505.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20823.0
Hotel Gendairakuen Isehara,Kanagawa,260.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,15165.0
Tabist New World Hotel Kagoshima Kanoya,Kagoshima,18.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23604.0
Hotel Route-Inn Natori Iwanuma Inter -Sendai Kuko-,Miyagi,489.0,8,18,8,23,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29650.0
Daiwa Roynet Hotel Sakai Higashi,Osaka,1036.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22031.0
Luana Uakoko Resort 旧 EmiFull Resort,Okinawa,1216.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13484.0
Ichihara Marine Hotel,Chiba,280.0,8,18,8,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20532.0
Chisun Grand Nagano,Nagano,2879.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18883.0
Comfort Hotel Kitakami,Iwate,413.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16310.0
Shin Osaka Esaka Tokyu REI Hotel,Osaka,2078.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26376.0
GOOD NATURE HOTEL KYOTO,Kyoto,2771.0,7,21,7,26,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,63517.0
HOTEL O2 -Adult Only-,Aichi,764.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14310.0
Hotel Trend Suzuka,Mie,765.0,8,4,8,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13960.0
Hotel New Otani Nagaoka,Niigata,505.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35853.0
Grand Mercure Lake Biwa Resort & Spa,Shiga,613.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27344.0
Dormy Inn Kochi,Kochi,1156.0,7,21,7,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30233.0
Vessel Inn Keisei Tsudanuma Station,Chiba,567.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19979.0
Petit Hotel Gracey Tomamu,Hokkaido,99.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39741.0
Dormy Inn Morioka,Iwate,1939.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23931.0
Enoca Hotel,Kanagawa,1391.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,38886.0
JRクレメントイン今治,Ehime,339.0,7,28,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26637.0
Kuju Kogen Cottage,Oita,286.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,60273.0
Daiwa Roynet Hotel Gifu,Gifu,1892.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24371.0
Hotel Ritz Koshien,Hyogo,1031.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24809.0
Shimoda Tokyu Hotel,Shizuoka,945.0,7,21,7,26,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,94943.0
SETOUCHI KEIRIN HOTEL 10 by Onko Chishin,Okayama,686.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49868.0
夕景の宿　海のゆりかご　萩小町,Yamaguchi,50.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,52542.0
Hotel Associa Shizuoka,Shizuoka,1914.0,8,4,8,9,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,23600.0
Hotel Alpha-One Miyakonojo,Miyazaki,183.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,20415.0
Solaria Nishitetsu Hotel Kagoshima,Kagoshima,2669.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27012.0
Nakamura Daiichi Hotel,Kochi,65.0,8,4,8,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17265.0
Hotel KAN-RAKU Akita Kawabata,Akita,494.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20742.0
Super Hotel Minamata,Kumamoto,154.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16503.0
Hotel Yugaf Inn Okinawa,Okinawa,1105.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18408.0
Kurashiki Ekimae Universal Hotel,Okayama,741.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12949.0
Toyoko Inn Sakudaira-eki Asama-guchi,Nagano,239.0,9,22,9,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25298.0
Green Rich Hotel Izumo (Artificial hot spring Futamata Yunohana),Shimane,929.0,9,22,9,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18478.0
公共の宿伊豆まつざき荘,Shizuoka,13.0,9,22,9,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30292.0
Hotel Hoshitate Iriomotejima,Okinawa,187.0,7,28,8,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52418.0
Comfort Hotel Obihiro,Hokkaido,733.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27609.0
Urban Hotel Minami Kusatsu,Shiga,447.0,8,11,8,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17399.0
Shimonoseki Station West Washington Hotel Plaza,Yamaguchi,804.0,8,4,8,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22554.0
Anchor Hotel Fukuyama,Hiroshima,1582.0,8,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29922.0
Tenseien Odawara Station Annex,Kanagawa,989.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64550.0
SEKAI HOTEL Takaoka,Toyama,12.0,7,28,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27103.0
The OneFive Okayama,Okayama,4949.0,7,28,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22973.0
Hotel Route Inn Kuwana,Mie,355.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Toyoko Inn Shin takaoka eki Shinkansen Minami guchi,Toyama,929.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16222.0
Hotel Route-Inn Shimada Ekimae,Shizuoka,309.0,8,4,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19954.0
TIME SHARING STAY Ikebukuro,Tokyo,475.0,8,4,8,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,32275.0
Montein Hotel,Iwate,195.0,8,11,8,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16332.0
Hotel New Otani Saga,Saga,810.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,28852.0
Hotel Universal Port,Osaka,6851.0,7,28,8,2,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,57146.0
Toyoko Inn Yashio Ekimae,Saitama,527.0,8,4,8,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19802.0
Grand Mercure Okinawa Cape Zanpa Resort,Okinawa,211.0,8,4,8,9,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139988.0
Green Rich Hotel Aso Kumamoto Airport (Artificial hot spring Futamata Yunohana),Kumamoto,155.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18467.0
Iroha Grand Hotel Kintetsu Nara Ekimae,Nara,2093.0,7,28,8,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18555.0
Dormy Inn Premium Nagasaki Ekimae,Nagasaki,2611.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30912.0
HOTEL The KAISER-全室人工ラドン温泉ホテル-,Aichi,37.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13688.0
Hotel Ina,Nagano,553.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18276.0
Hotel Japanesque Kyoto Station ZEQUU ANNEX,Kyoto,457.0,7,14,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39359.0
Fairfield by Marriott Hyogo Awaji Fukura,Hyogo,728.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20220.0
MIMARU Tokyo Kinshicho,Tokyo,1725.0,9,1,9,6,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,36212.0
Hotel Sunroute Fukuchiyama,Kyoto,106.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25081.0
Fairfield by Marriott Hokkaido Minamifurano,Hokkaido,254.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20220.0
Toyoko Inn Nara Oji eki Minami guchi,Nara,436.0,9,29,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20007.0
Beppu Hatto Onyado Nono Beppu,Oita,1694.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45117.0
Toyoko Inn Kumamoto Ekimae,Kumamoto,2229.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23053.0
Toyoko Inn Nishitetsu Kurume eki Higashi guchi,Fukuoka,677.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17353.0
Toyoko Inn Hirosaki Ekimae,Aomori,477.0,9,29,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24090.0
Toyoko Inn Chiba Shin kamagaya Ekimae,Chiba,668.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17254.0
Hotel City Plaza Kitakami,Iwate,635.0,9,29,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19987.0
Toyoko Inn Takasaki eki Nishi guchi No 2,Gunma,469.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18408.0
Super Hotel Iyo Saijo,Ehime,437.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17562.0
Nagaoka Grand Hotel,Niigata,244.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20823.0
Tokashiku Marine Villege,Okinawa,446.0,9,1,9,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56387.0
Hotel Route-Inn Mikawa Inter,Ishikawa,209.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20609.0
Toyoko Inn Tokushima eki Bizan guchi,Tokushima,515.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16203.0
Hotel Indigo Inuyama Urakuen Garden by IHG,Aichi,443.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,43630.0
チョコレ新潟,Niigata,87.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19443.0
Uminpia,Fukui,90.0,7,7,7,12,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,66887.0
HOTEL MYSTAYS Kumamoto Riverside,Kumamoto,909.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12055.0
Hotel Route Inn Imabari,Ehime,290.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20454.0
Hotel Alpha-One Niihama,Ehime,137.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17693.0
Hotel Alpha-One Yonezawa,Yamagata,130.0,8,18,8,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33053.0
AB Hotel Kani,Gifu,93.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14310.0
Hotel Resol Sasebo,Nagasaki,1467.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15059.0
HOTEL R9 The Yard Iwakuni,Yamaguchi,212.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16788.0
Hotel Alpha-One Iwakuni,Yamaguchi,176.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36212.0
Sirogane Free Harbour Hotel,Hokkaido,21.0,9,22,9,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44718.0
Sanco Inn Tsu Ekimae,Mie,735.0,9,22,9,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20613.0
Natural Hot Spring Ariston Hotel Oita,Oita,289.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14678.0
Hotel New Green Plaza,Niigata,299.0,8,11,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel ZALA,Kanagawa,104.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25276.0
Hotel Route Inn Ofunato,Iwate,348.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22651.0
５８ビレッジ種子島,Kagoshima,1531.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Comfort stay Miyabi,Saitama,468.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27632.0
Hotel Fuji Tatsugaoka,Yamanashi,684.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33364.0
Terrace Inn Katsuta,Ibaraki,690.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24731.0
Dormy Inn Oita,Oita,1060.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24498.0
Nikko Station Hotel 2,Tochigi,3413.0,7,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24750.0
Hotel Route-Inn Shin-Shirakawa Eki Higashi,Fukushima,160.0,9,22,9,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25431.0
Mizuho Inn Iwami Masuda,Shimane,154.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
HOTEL LiVEMAX Fukuyama Ekimae,Hiroshima,527.0,7,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12370.0
Hotel Verfort Hyuga,Miyazaki,120.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23098.0
Hotel Kyocera,Kagoshima,682.0,7,7,7,12,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,29145.0
Hotel Crown Hills Kitami,Hokkaido,450.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17975.0
宇和パークホテル,Ehime,106.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18366.0
BEB5 Okinawa Seragaki by Hoshino Resorts,Okinawa,1094.0,8,25,8,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36212.0
Holiday Inn Resort Shinano-Omachi Kuroyon by IHG,Nagano,548.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,52845.0
Hotel WWJ,Nagano,448.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19248.0
Select inn Iwaki Ekimae,Fukushima,890.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12856.0
Nogami President Hotel,Fukuoka,182.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,35930.0
Kona Stay Bicycle Resort,Shizuoka,639.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43431.0
J Hotel Rinku,Aichi,811.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25600.0
Henn na Resort & Spa Kansai Airport - former Henn na Hotel Kansai Airport,Osaka,3797.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,21698.0
Senri Hankyu Hotel Osaka,Osaka,832.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,29814.0
Via Inn Okayama,Okayama,2284.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21508.0
HOTEL ATLANTIS OARAI -Adult Only,Ibaraki,212.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18860.0
Nagano Tokyu REI Hotel,Nagano,3418.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21387.0
Candeo Hotel Utsunomiya,Tochigi,1245.0,7,28,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26592.0
KULABO Taishokan,Yamaguchi,63.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21776.0
Hirosaki Park Hotel,Aomori,610.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18882.0
Hotel Toyota Castle,Aichi,528.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,42774.0
Kitami Daiichi Hotel,Hokkaido,239.0,7,28,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16526.0
Kurobe Sunvalley Hotel,Nagano,372.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33053.0
Dormy Inn Kumamoto Natural Hot Spring,Kumamoto,2086.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25764.0
Kuretake Inn Ogaki Ekimae,Gifu,951.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23526.0
Numazu River Side Hotel,Shizuoka,1381.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19054.0
Hotel Tokuyama Hills Heiwadoriten,Yamaguchi,457.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14911.0
Hotel Route-Inn Higashimuroran Ekimae,Hokkaido,359.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26228.0
Mitsui Garden Hotel Okayama,Okayama,4316.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24316.0
Hotel Trend Iwakuni,Yamaguchi,295.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18023.0
Comfort Hotel Wakayama,Wakayama,755.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18246.0
Country Hotel Takayama,Gifu,5333.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17683.0
Toyoko Inn Ueda Ekimae,Nagano,392.0,9,29,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16986.0
Toyoko Inn Sodegaura eki Kita guchi,Chiba,962.0,8,25,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20415.0
Hotel New Gaea Yanagawa,Fukuoka,234.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20998.0
Citadines Central Shinjuku Tokyo,Tokyo,2107.0,8,25,8,30,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,39523.0
